monitor_id,interim,comment,classification,action_category
FM70,Interim2,"High velocities and very low depth (some negative). Poor velocity data until 13/08/24 but better after that. However, depth data is negative from 13/08/24 so no flows have been calculated.",partial_good_data,partial_data_needs_review
FM71,Interim2,Good data.Evidence of diurnal profile.Good storm response.Scattergraph looks reasonable.Sensor cleaned thoroughly from ragging.,good_data,no_action_continue_monitoring
FM72,Interim2,Located on bifurcation.Responsive to rainfall.No flow in DWF.Sensor cleaned from ragging.,bad_data,sensor_fault_or_ragging
FM73,Interim2,Good data.Responsive to storm events.diurnal profile is evident.Scattergraph looks reasonable.Sensor cleaned from ragging.,good_data,no_action_continue_monitoring
FM74,Interim2,Telemetry data downloaded.FM is located on bifurcation.Responsive to only one storm event.,partial_good_data,partial_data_needs_review
FM75,Interim2,Data looks good.Slow flow.Scattergraph looks reasonable.diurnal profile is evident.Responsive to rainfall.Sensor cleaned from ragging.,good_data,no_action_continue_monitoring
FM76,Interim2,Telemetry data downloaded.Data looks good.diurnal profile is evident.Responsive to rainfall.Scattergraph looks good.,good_data,no_action_continue_monitoring
FM77,Interim2,"Data looks ok.Sacttergraph looks good.diurnal profile is visible.Responsive to storm events.ensor removed, cleaned thoroughly from ragging and refitted.",bad_data,sensor_fault_or_ragging
FM78,Interim2,Responses to rainfall but some negative depth values,partial_good_data,partial_data_needs_review
FM80,Interim2,Some velocity drift but generally okay,partial_good_data,partial_data_no_action
FM81,Interim2,Okay,good_data,no_action_continue_monitoring
FM82,Interim2,Okay,good_data,no_action_continue_monitoring
FM83,Interim2,"Okay. Velocity/depth no longer as irregular
Steady flow, surchagred so sensor could not be cleaned",partial_good_data,partial_data_no_action
FM84,Interim2,"Okay. Velocity/depth no longer as irregular
Steady flow, surchagred so sensor could not be cleaned
Few velocity drops but nothing major",partial_good_data,partial_data_no_action
FM85,Interim2,"Data looks ok, some negative depth values.",partial_good_data,partial_data_needs_review
FM86,Interim2,"No flow in DWF. Bifurcation US to FM85 which shows DWF, possible flow goes to FM85 in dry conditions. Peak flows still don't line up with rainfall.",partial_good_data,partial_data_needs_review
FM87,Interim2,As per interim 1,partial_good_data,partial_data_needs_review
FM88,Interim2,Veloctiy data sporadic but improvement from interim 1,partial_good_data,partial_data_needs_review
FM90,Interim2,Data not retrieved.,bad_data,recommend_remove_or_relocate
FM91,Interim2,Okay,good_data,no_action_continue_monitoring
FM92,Interim2,"No DWF recorded. Storm response.
Trickle flow.
US FM91 has DWF, Bifurcation US to FM93 but no data for this FM",bad_data_storm_response_failed,investigate_storm_failure
FM93,Interim2,"No velocity data for either interim. Possible that this is the secondary leg of the bifurcation upstream, hence no flows.",partial_good_data,partial_data_needs_review
FM94,Interim2,Okay,good_data,no_action_continue_monitoring
FM95,Interim2,Okay,good_data,no_action_continue_monitoring
FM96,Interim2,"No DWF, step change in depth data, weak response to storms.
Trickle flow, sensor heavily ragged - deep cleaned
Numerous bifurcations US
Wide scatter",partial_good_data,partial_data_no_action
FM97,Interim2,"Velocity data only present between 15/08 - 20/08 - drifts towards end of this period.
Slow flow, sensor cleaned from ragging
Takes several housing estates and buisnesses
Wide scatter.",bad_data,sensor_fault_or_ragging
FM98,Interim2,No velocity data for interim 2,partial_good_data,partial_data_needs_review
FM99,Interim2,Okay,good_data,no_action_continue_monitoring
FM100,Interim2,Okay,good_data,no_action_continue_monitoring
FM103,Interim2,"No velocities recorded in DWF. Storm response.
Standing water. Sensor cleaned from silt
Wide scatter.",bad_data,sensor_fault_or_ragging
FM104,Interim2,Okay,good_data,no_action_continue_monitoring
FM105,Interim2,Okay,good_data,no_action_continue_monitoring
FM106,Interim2,Okay,good_data,no_action_continue_monitoring
FM107,Interim2,Okay,good_data,no_action_continue_monitoring
FM108,Interim2,As per interim 1,partial_good_data,partial_data_needs_review
FM110,Interim2,Okay,good_data,no_action_continue_monitoring
FM111,Interim2,Okay,good_data,no_action_continue_monitoring
FM112,Interim2,Depth data looks unreliable.,partial_good_data,partial_data_needs_review
FM114,Interim2,Okay,good_data,no_action_continue_monitoring
FM115,Interim2,Unable to lift manhole cover,partial_good_data,partial_data_needs_review
FM116,Interim2,"Few velocity sags but generally okay, responds to rainfall.
Wide scatter",partial_good_data,partial_data_no_action
FM117,Interim2,Okay,good_data,no_action_continue_monitoring
FM118,Interim2,"As per interim 1.
Slow flow, snesor cleaned from ragging. No suitable alternatives",bad_data,sensor_fault_or_ragging
FM119,Interim2,Good data,good_data,no_action_continue_monitoring
FM120,Interim2,Good data,good_data,no_action_continue_monitoring
FM121,Interim2,Slow flow and ragging results in fairly poor data. Wide scatter.,bad_data,sensor_fault_or_ragging
FM122,Interim2,Good data.,good_data,no_action_continue_monitoring
FM123,Interim2,Ok considering small u/s catchment and low flows.,partial_good_data,partial_data_needs_review
FM124,Interim2,Good data.,good_data,no_action_continue_monitoring
FM125,Interim2,No depths recorded,partial_good_data,partial_data_needs_review
FM126,Interim2,"Relatively small u/s catchment, so low DWF. Good storm response.",partial_good_data,partial_data_needs_review
FM127,Interim2,Very poor data (steep pipe),bad_data,sensor_fault_or_ragging
FM128,Interim2,Data ok.,partial_good_data,partial_data_needs_review
FM129,Interim2,"Depth ok, velocities spiky. Very small u/s catchment so ok.",partial_good_data,partial_data_needs_review
FM130,Interim2,"Depth ok, no velocity in DWF. Very small u/s catchment so ok.",partial_good_data,partial_data_needs_review
FM131,Interim2,No velcoities recorded. No alternatives. Leave in for depths.,partial_good_data,partial_data_needs_review
FM132,Interim2,Reasonable data.,partial_good_data,partial_data_needs_review
FM133,Interim2,Data ok.,partial_good_data,partial_data_needs_review
FM134,Interim2,Random spikes in velocity (up ot 6m/s) which don't correspond to rainfall,partial_good_data,partial_data_needs_review
FM135,Interim2,No spills recorded.,partial_good_data,partial_data_needs_review
FM136,Interim2,Very poor data,bad_data,sensor_fault_or_ragging
FM137,Interim2,Good depth data. No velcoity data in DWF. Some storm response,bad_data_storm_response_failed,investigate_storm_failure
FM138,Interim2,"Data looks ok, diurnal profile and storm response both evident.",partial_good_data,partial_data_needs_review
FM139,Interim2,Data looks ok considering small u/s catchment. Scatter ok.,partial_good_data,partial_data_needs_review
FM140,Interim2,Data ok.,partial_good_data,partial_data_needs_review
FM141,Interim2,Negative depths,partial_good_data,partial_data_needs_review
FM142,Interim2,Velocity issue due to ragging. Small u/s catchment and unlikely to be suitable alternative.,bad_data,sensor_fault_or_ragging
FM143,Interim2,"Depth data improved from 15/08. However, depths still reduce during rainfall.",partial_good_data,partial_data_needs_review
FM144,Interim2,Data looks ok.,partial_good_data,partial_data_needs_review
FM145,Interim2,Storm pipe - good response.,partial_good_data,partial_data_needs_review
FM146,Interim2,"Storm pipe, d/s of FM145. Good response.",partial_good_data,partial_data_needs_review
FM147,Interim2,Good data,good_data,no_action_continue_monitoring
FM148,Interim2,Storm pipe. Significant volume imbalance with u/s FM60.,partial_good_data,partial_data_needs_review
FM149,Interim2,Data looks ok. Reasonable scatter.,partial_good_data,partial_data_needs_review
FM150,Interim2,Poor data - low flows.,partial_good_data,partial_data_needs_review
FM151,Interim2,Good data,good_data,no_action_continue_monitoring
FM152,Interim2,Good data,good_data,no_action_continue_monitoring
FM155,Interim2,FM not installed,bad_data,recommend_remove_or_relocate
FM156,Interim2,FM not installed,bad_data,recommend_remove_or_relocate
FM157,Interim2,FM not installed,bad_data,recommend_remove_or_relocate
FM158,Interim2,FM not installed,bad_data,recommend_remove_or_relocate
FM159,Interim2,FM not installed,bad_data,recommend_remove_or_relocate
FM160,Interim2,FM not installed,bad_data,recommend_remove_or_relocate
FM161,Interim2,FM not installed,bad_data,recommend_remove_or_relocate
FM162,Interim2,FM not installed,bad_data,recommend_remove_or_relocate
FM163,Interim2,FM not installed,bad_data,recommend_remove_or_relocate
FM164,Interim2,FM not installed,bad_data,recommend_remove_or_relocate
DM01,Interim2,Data Ok,partial_good_data,partial_data_needs_review
DM02,Interim2,No data retrieved,bad_data,recommend_remove_or_relocate
DM03,Interim2,Depths drop out during storm events.,partial_good_data,partial_data_needs_review
PL01,Interim2,No data retrieved,bad_data,recommend_remove_or_relocate
PL02,Interim2,No data retrieved,bad_data,recommend_remove_or_relocate
PL03,Interim2,No data retrieved,bad_data,recommend_remove_or_relocate
PL04,Interim2,No data retrieved,bad_data,recommend_remove_or_relocate
PL05,Interim2,No data retrieved,bad_data,recommend_remove_or_relocate
PL06,Interim2,No data retrieved,bad_data,recommend_remove_or_relocate
PL07,Interim2,No data retrieved,bad_data,recommend_remove_or_relocate
PL08,Interim2,No data retrieved,bad_data,recommend_remove_or_relocate
PL09,Interim2,No data retrieved,bad_data,recommend_remove_or_relocate
RG01,Interim2,RG swapped - workshop to download data off old unit,partial_good_data,partial_data_needs_review
RG02,Interim2,ok,good_data,no_action_continue_monitoring
RG03,Interim2,Rainfall values much smaller than other monitors,partial_good_data,partial_data_needs_review
RG04,Interim2,ok,good_data,no_action_continue_monitoring
RG05,Interim2,ok,good_data,no_action_continue_monitoring
RG06,Interim2,Couldn't get comms. Swapped RG.,partial_good_data,partial_data_needs_review
RG07,Interim2,ok,good_data,no_action_continue_monitoring
RG08,Interim2,ok,good_data,no_action_continue_monitoring
RG09,Interim2,ok,good_data,no_action_continue_monitoring
RG10,Interim2,Rainfall values much smaller than other monitors,partial_good_data,partial_data_needs_review
RG11,Interim2,RG swapped - workshop to download data off old unit,partial_good_data,partial_data_needs_review
RG12,Interim2,Awaiting data file,partial_good_data,partial_data_needs_review
RG13,Interim2,ok,good_data,no_action_continue_monitoring
RG14,Interim2,ok,good_data,no_action_continue_monitoring
RG15,Interim2,ok,good_data,no_action_continue_monitoring
RG16,Interim2,ok,good_data,no_action_continue_monitoring
FM01,Interim3,Poor data - depths all below 0.05m (some negative depths recorded).No flow recorded in normal flow conditions.Velocity values are spiky.Wide scatter.Sensor cleaned from ragging.,bad_data,sensor_fault_or_ragging
FM02,Interim3,Site visit required - unit does not dial in through the internet,bad_data,recommend_remove_or_relocate
FM03,Interim3,Data downloaded.Very low flow recorded in DWF.Responsive to storm events.Depth values drift upwards.,partial_good_data,partial_data_needs_review
FM04,Interim3,Good data. Diurnal profile evident. Flows responsive to rainfall. Scatter plot looks good.Responsive to rainfall.Sensor cleaned from ragging,good_data,no_action_continue_monitoring
FM05,Interim3,FM is located in secondary leg of bifurcation.Tiny amount of flow recorded during storm events.Sensor clear but wiped anyway,partial_good_data,partial_data_needs_review
FM06,Interim3,Data downloaded.Poor data.No velocities recorded at DWF.Responsive to rainfall.Sensor cleared from debris and cleaned from grease.,partial_good_data,partial_data_needs_review
FM09,Interim3,Telemetry data downloaded.Data looks good.Responsive to rainfall.Diurnal profile evident.Velocity drops down at some places.Velocity drops down at storm events.Evidence of surcharge.Scattergraph looks resonable.,good_data,no_action_continue_monitoring
FM10,Interim3,Site visit required - unit does not dial in through the internet,bad_data,recommend_remove_or_relocate
FM11,Interim3,Site visit required - unit does not dial in through the internet,bad_data,recommend_remove_or_relocate
FM13,Interim3,Site visit required - unit does not dial in through the internet,bad_data,recommend_remove_or_relocate
FM14,Interim3,Site visit required - unit does not dial in through the internet,bad_data,recommend_remove_or_relocate
FM15,Interim3,Site visit required - unit does not dial in through the internet,bad_data,recommend_remove_or_relocate
FM16,Interim3,Telemetry data downloaded.Poor data.Data drops down from 17/08/2021-22/08/2021 and from 27/08/2021.Limited storm response.Diurnal profile is evident.Wide scatter.Depth is showing negative values.,bad_data,sensor_fault_or_ragging
FM17,Interim3,Site visit required - unit does not dial in through the internet,bad_data,recommend_remove_or_relocate
FM18,Interim3,Site visit required - unit does not dial in through the internet,bad_data,recommend_remove_or_relocate
FM19,Interim3,Site visit required - unit does not dial in through the internet,bad_data,recommend_remove_or_relocate
FM20,Interim3,Site visit required - unit does not dial in through the internet,bad_data,recommend_remove_or_relocate
FM21,Interim3,Telemetry data downloaded.Good  data.Scatter graph looks good.Diurnal profile and storm response.Velocity drops down during storm events.Evidence of surcharge.,partial_good_data,partial_data_needs_review
FM22,Interim3,Velocity data drops at multiple times.Poor scatter.Depth data drops to zero multiple times.Sensor cleaned from ragging.,bad_data,sensor_fault_or_ragging
FM23,Interim3,Site visit required - unit does not dial in through the internet,bad_data,recommend_remove_or_relocate
FM24,Interim3,Telemetry data downloaded.Data looks good.Minimal DWF due to small upstream area of the catchment.Responsive to stormn events.Evidence of diurnal profile.medium scatter.,good_data,no_action_continue_monitoring
FM25,Interim3,Pumped flow.Responsive to storm events.No data from 27/08/2021.Scattergraph looks reasonable.Steady flow. Sensor cleaned from ragging.,bad_data,sensor_fault_or_ragging
FM26,Interim3,Telemetry data downloaded.Pumped flow.Responsive to rainfall.Good scatter.,partial_good_data,partial_data_needs_review
FM27,Interim3,Telemetry data downloaded.Data looks good.Low flows in DWF.Responsive to storm events.Diurnal profile s evident.,partial_good_data,partial_data_needs_review
FM28,Interim3,Data looks good.Diurnal profile is evident.Scattergraph looks good.Responsive to storm events.Sensor cleaned from ragging.,good_data,no_action_continue_monitoring
FM29,Interim3,Telemetry data downloaded.Data looks good.Responsive to storm events.Diurnal profile is evident.Scattergraph looks good.,good_data,no_action_continue_monitoring
FM30,Interim3,Very low flow recorded in DWF.Responsive to storm events.Depth values drift upwards.Sensor cleaned from ragging,bad_data,sensor_fault_or_ragging
FM31,Interim3,Small upstream catchment.Minimal DWF recorded.Responsive to storm events.Scattergraph looks good.Sensor cleaned from ragging,bad_data,sensor_fault_or_ragging
FM32,Interim3,Poor data.Depth data is showing negative values.Responsive to some storm events.Poor scattergraph.Sensor cleaned from ragging,bad_data,sensor_fault_or_ragging
FM33,Interim3,FM is located in spill pipe.No DWF.Some storm response.Sensor clear but wiped anyway.,bad_data_storm_response_failed,investigate_storm_failure
FM34,Interim3,Depth data showing negative values.Responsive to storm events.Diurnal profile is evident.Wide scatter.Sensor clear but wiped anyway.,partial_good_data,partial_data_needs_review
FM35,Interim3,Telemetry data downloaded.Good velocity data.,partial_good_data,partial_data_needs_review
FM37,Interim3,Telemetry data downloaded.Poor data.No storm respose.Some amount of diurnal profile.Poor scatter.,bad_data,sensor_fault_or_ragging
FM38,Interim3,Pumped flow.No storm response.Wide scatter.Sensor cleaned from ragging.,bad_data,sensor_fault_or_ragging
FM39,Interim3,Pumped flow.Responsive to storm events.Depth showing negative values.Evidence of diurnal profile.Sensor cleaned from ragging.,bad_data,sensor_fault_or_ragging
FM40,Interim3,Pumped flow.Responsive to storm events.Good scatter.Evidence of diurnal profile.Sensor cleaned from ragging.,bad_data,sensor_fault_or_ragging
FM41,Interim3,Pumped flow.Responsive to some storm events.Volume imbalance with flow monitor u/s FM38.Sensor cleaned from ragging.,bad_data,sensor_fault_or_ragging
FM42,Interim3,Site visit required - unit does not dial in through the internet,bad_data,recommend_remove_or_relocate
FM43,Interim3,Site visit required - unit does not dial in through the internet,bad_data,recommend_remove_or_relocate
FM44,Interim3,Data looks good.Responsive to storm events.Evidence of surcharge.Scattergraph looks good.Sensor cleaned from ragging,good_data,no_action_continue_monitoring
FM45,Interim3,Telemetry data downloaded.Responsive to storm events.Velocity affected by ragging in places.Evidence of diurnal profile.,bad_data,sensor_fault_or_ragging
FM47,Interim3,Poor data.Velocity values are not recorded.Depth values looks ok.Sensor cleaned from silt.,bad_data,sensor_fault_or_ragging
FM48,Interim3,Data downloaded.Flow is very low.Depth values are very low.Responsive to storm events.Sensor cleaned from ragging.,bad_data,sensor_fault_or_ragging
FM49,Interim3,Telemetry data downloaded.Data looks good.Responsive to storm events.Evidence of diurnal profile.Scattergraph looks good.,good_data,no_action_continue_monitoring
FM50,Interim3,Site visit required - unit does not dial in through the internet,bad_data,recommend_remove_or_relocate
FM51,Interim3,Good data.,good_data,no_action_continue_monitoring
FM54,Interim3,Spill pipe - responsive to two storm events across full period.,partial_good_data,partial_data_needs_review
FM55,Interim3,Low flows - small u/s catchment.,partial_good_data,partial_data_needs_review
FM56,Interim3,Reasonable data considering low flows (small u/s catchment),partial_good_data,partial_data_needs_review
FM57,Interim3,Velocities dropped out towards end of interim - needs cleaning.,partial_good_data,partial_data_needs_review
FM58,Interim3,No flow (bifurcation).,partial_good_data,partial_data_needs_review
FM59,Interim3,Good data.,good_data,no_action_continue_monitoring
FM60,Interim3,Storm sewer. Good data.,good_data,no_action_continue_monitoring
FM61,Interim3,"Poor - steep sewer. High velocities, low depths. No alternatives (all steep).",partial_good_data,partial_data_needs_review
FM62,Interim3,Spill pipe - no flow.,partial_good_data,partial_data_needs_review
FM63,Interim3,Good data.,good_data,no_action_continue_monitoring
FM64,Interim3,Data ok.,partial_good_data,partial_data_needs_review
FM65,Interim3,Unable to download telemetry - site visit required.,bad_data,recommend_remove_or_relocate
FM66,Interim3,Velocities appear to be affeted by ragging at the end of the survey period.,bad_data,sensor_fault_or_ragging
FM67,Interim3,Velocities and depths have dropped out towards end of survey period.,partial_good_data,partial_data_needs_review
FM68,Interim3,Reasonable data.,partial_good_data,partial_data_needs_review
FM69,Interim3,Spill pipe - data looks ok.,partial_good_data,partial_data_needs_review
FM70,Interim3,"Poor data (high velocity, low depth). No suitable alternative.",partial_good_data,partial_data_needs_review
FM71,Interim3,Good data.,good_data,no_action_continue_monitoring
FM72,Interim3,Bifurcation. Flows recorded duirng heavy rainfall.,partial_good_data,partial_data_needs_review
FM73,Interim3,Velocities dropped out towards end of interim - needs cleaning.,partial_good_data,partial_data_needs_review
FM74,Interim3,Unable to access. Data looks ok considering low flows.,partial_good_data,partial_data_needs_review
FM75,Interim3,Unable to access.,partial_good_data,partial_data_needs_review
FM76,Interim3,Good data.,good_data,no_action_continue_monitoring
FM77,Interim3,Good data.,good_data,no_action_continue_monitoring
FM78,Interim3,Data ok considering low flows.,partial_good_data,partial_data_needs_review
FM80,Interim3,Good data.,good_data,no_action_continue_monitoring
FM81,Interim3,Good data.,good_data,no_action_continue_monitoring
FM82,Interim3,Good data.,good_data,no_action_continue_monitoring
FM83,Interim3,"Data ok, evidence of significant surcharge.",partial_good_data,partial_data_needs_review
FM84,Interim3,Good data.,good_data,no_action_continue_monitoring
FM85,Interim3,"Data ok, minimal storm response.",partial_good_data,partial_data_needs_review
FM86,Interim3,Data still delayed when compared to rainfall.,partial_good_data,partial_data_needs_review
FM87,Interim3,Poor data.,partial_good_data,partial_data_needs_review
FM88,Interim3,Good data,good_data,no_action_continue_monitoring
FM90,Interim3,Low flows - small u/s catchment. Data ok.,partial_good_data,partial_data_needs_review
FM91,Interim3,Data ok.,partial_good_data,partial_data_needs_review
FM92,Interim3,Bifurcation. Data ok.,partial_good_data,partial_data_needs_review
FM93,Interim3,Bifurcation. Minor response to 1 rainfall event across survey period.,partial_good_data,partial_data_needs_review
FM94,Interim3,Good data,good_data,no_action_continue_monitoring
FM95,Interim3,Good data.,good_data,no_action_continue_monitoring
FM96,Interim3,Poor data.,partial_good_data,partial_data_needs_review
FM97,Interim3,Poor data.,partial_good_data,partial_data_needs_review
FM98,Interim3,Poor data,partial_good_data,partial_data_needs_review
FM99,Interim3,Good data,good_data,no_action_continue_monitoring
FM100,Interim3,Good data. Evidence of surcharge.,good_data,no_action_continue_monitoring
FM103,Interim3,"No velocities recorded in DWF. Storm response.
Sensor Clear
Wide scatter.",bad_data_storm_response_failed,investigate_storm_failure
FM104,Interim3,Okay,good_data,no_action_continue_monitoring
FM105,Interim3,Okay,good_data,no_action_continue_monitoring
FM106,Interim3,Okay,good_data,no_action_continue_monitoring
FM107,Interim3,Okay,good_data,no_action_continue_monitoring
FM108,Interim3,poor velocity data due to slow flow,partial_good_data,partial_data_needs_review
FM110,Interim3,Okay,good_data,no_action_continue_monitoring
FM111,Interim3,Okay,good_data,no_action_continue_monitoring
FM112,Interim3,"As per interim 2.
Enviromontel response: manual depth checks required",partial_good_data,partial_data_needs_review
FM114,Interim3,Okay,good_data,no_action_continue_monitoring
FM115,Interim3,Data looks okay but would expect more flow?,partial_good_data,partial_data_no_action
FM116,Interim3,Okay,good_data,no_action_continue_monitoring
FM117,Interim3,Data drops out from 24/08 onwards,partial_good_data,partial_data_needs_review
FM118,Interim3,Data drops out from 19/08 onwards,partial_good_data,partial_data_needs_review
FM119,Interim3,Okay,good_data,no_action_continue_monitoring
FM120,Interim3,Okay,good_data,no_action_continue_monitoring
FM121,Interim3,As per interim 2.,partial_good_data,partial_data_needs_review
FM122,Interim3,Site visit required - unit does not dial in through the internet,bad_data,recommend_remove_or_relocate
FM123,Interim3,Site visit required - unit does not dial in through the internet,bad_data,recommend_remove_or_relocate
FM124,Interim3,Okay,good_data,no_action_continue_monitoring
FM125,Interim3,"Data drops out from 24/08 onwards
Environmontel reposnse to interim 2: Incorrect depth units - sensor heavily ragged",partial_good_data,partial_data_needs_review
FM126,Interim3,Okay,good_data,no_action_continue_monitoring
FM127,Interim3,"As per interim 2.
No response from Environmontel in query sheet",partial_good_data,partial_data_needs_review
FM128,Interim3,Okay,good_data,no_action_continue_monitoring
FM129,Interim3,As per interim 2. Okay,partial_good_data,partial_data_no_action
FM130,Interim3,As per interim 2. Okay,partial_good_data,partial_data_no_action
FM131,Interim3,"As per interim 2. Okay
Environmontel reponse: Silty slow flow, can try offset",partial_good_data,partial_data_no_action
FM132,Interim3,Okay,good_data,no_action_continue_monitoring
FM133,Interim3,Okay,good_data,no_action_continue_monitoring
FM134,Interim3,"As per interim 2.
No response from Environmontel in query sheet",partial_good_data,partial_data_needs_review
FM135,Interim3,"Okay. No flow data for entire interim except during storm.
Installed on high level bifurcation",partial_good_data,partial_data_no_action
FM136,Interim3,"As per interim 2.
Environmontel reponse: Silty slow flow, can try offset",partial_good_data,partial_data_needs_review
FM137,Interim3,"As per interim 2.
Environmontel reponse: Silty slow flow, can try offset",partial_good_data,partial_data_needs_review
FM138,Interim3,Okay,good_data,no_action_continue_monitoring
FM139,Interim3,Okay,good_data,no_action_continue_monitoring
FM140,Interim3,Okay,good_data,no_action_continue_monitoring
FM141,Interim3,Negative depths,partial_good_data,partial_data_needs_review
FM142,Interim3,"As per interim 2.
Environmontel reponse: Silty slow flow, can try offset",partial_good_data,partial_data_needs_review
FM143,Interim3,"Depth data still suspect
No response from Environmontel in query sheet",partial_good_data,partial_data_needs_review
FM144,Interim3,Okay,good_data,no_action_continue_monitoring
FM145,Interim3,"Data drops out from 24/08 onwards when rainfall recorded
Much less vol than DS FM146",partial_good_data,partial_data_needs_review
FM146,Interim3,Okay,good_data,no_action_continue_monitoring
FM147,Interim3,Okay,good_data,no_action_continue_monitoring
FM148,Interim3,"As per interim 2.
No response from Environmontel in query sheet",partial_good_data,partial_data_needs_review
FM149,Interim3,Okay,good_data,no_action_continue_monitoring
FM150,Interim3,"As per interim 2.
Environmontel reponse: Sensor deep cleaned 22/08 - see site sheet photos",partial_good_data,partial_data_needs_review
FM151,Interim3,Site visit required - unit does not dial in through the internet,bad_data,recommend_remove_or_relocate
FM152,Interim3,Okay,good_data,no_action_continue_monitoring
FM153,Interim3,N/A - Installed,partial_good_data,partial_data_needs_review
FM154,Interim3,N/A - Installed,partial_good_data,partial_data_needs_review
FM155,Interim3,FM not installed,bad_data,recommend_remove_or_relocate
FM156,Interim3,FM not installed,bad_data,recommend_remove_or_relocate
FM157,Interim3,FM not installed,bad_data,recommend_remove_or_relocate
FM158,Interim3,FM not installed,bad_data,recommend_remove_or_relocate
FM159,Interim3,FM not installed,bad_data,recommend_remove_or_relocate
FM160,Interim3,FM not installed,bad_data,recommend_remove_or_relocate
FM161,Interim3,FM not installed,bad_data,recommend_remove_or_relocate
FM162,Interim3,FM not installed,bad_data,recommend_remove_or_relocate
FM163,Interim3,FM not installed,bad_data,recommend_remove_or_relocate
FM164,Interim3,FM not installed,bad_data,recommend_remove_or_relocate
DM01,Interim3,Data OK,partial_good_data,partial_data_needs_review
DM02,Interim3,No data since 27/08,bad_data,recommend_remove_or_relocate
DM03,Interim3,Some data drop out - pump operation levels changed or DM issue,partial_good_data,partial_data_needs_review
RG01,Interim3,No data received,bad_data,recommend_remove_or_relocate
RG02,Interim3,OK,good_data,no_action_continue_monitoring
RG03,Interim3,Rainfall values much smaller than other monitors,partial_good_data,partial_data_needs_review
RG04,Interim3,OK,good_data,no_action_continue_monitoring
RG05,Interim3,OK,good_data,no_action_continue_monitoring
RG06,Interim3,No data received,bad_data,recommend_remove_or_relocate
RG07,Interim3,OK,good_data,no_action_continue_monitoring
RG08,Interim3,OK,good_data,no_action_continue_monitoring
RG09,Interim3,OK,good_data,no_action_continue_monitoring
RG10,Interim3,OK,good_data,no_action_continue_monitoring
RG11,Interim3,No data - RG failure?,bad_data,recommend_remove_or_relocate
RG12,Interim3,OK,good_data,no_action_continue_monitoring
RG13,Interim3,OK,good_data,no_action_continue_monitoring
RG14,Interim3,OK,good_data,no_action_continue_monitoring
RG15,Interim3,OK,good_data,no_action_continue_monitoring
RG16,Interim3,OK,good_data,no_action_continue_monitoring
FM01,Interim4,"Poor data, wide scatter. Very low readings of flow velocity and depth (often below 0.05m). No recorded data since the early hours of the 4th Sept",bad_data,sensor_fault_or_ragging
FM02,Interim4,"Good data, diurnal profile and storm response evident. Close scatter",good_data,no_action_continue_monitoring
FM03,Interim4,Site visit required - unit does not dial in through the internet. No data since 30th August,bad_data,recommend_remove_or_relocate
FM04,Interim4,Good data. Diurnal profile evident. Flows responsive to rainfall. Scatter plot looks good.Responsive to rainfall.Sensor cleaned from ragging,good_data,no_action_continue_monitoring
FM05,Interim4,Small amount of flow during storm events. Sensor cleaned. Wide scatter,bad_data,sensor_fault_or_ragging
FM06,Interim4,No velocity recorded during DWF. Responds to rainfall,partial_good_data,partial_data_needs_review
FM09,Interim4,Telemetry data downloaded.Data looks good.Responsive to rainfall.Diurnal profile evident.Velocity drops down at some places.Velocity drops down at storm events.Evidence of surcharge.Scattergraph looks resonable. No data past 2nd sept due to download?,good_data,no_action_continue_monitoring
FM10,Interim4,"Good data, scatter and graphs show evidence of surcharging in storm events, diurnal profile evident, storm response evident. No data beyond 2nd Sept due to download?",good_data,no_action_continue_monitoring
FM11,Interim4,"Close scatter, good storm response. No flows recorded apart from in storm events (d/s of bifurcation - likely high level pipe). No data beyond 2nd sept due to download?",bad_data_storm_response_failed,investigate_storm_failure
FM13,Interim4,"Good storm response, no diurnal pattern observed due to standing water. Good scatter and volume balance. Good storm response. No data beyond 2nd sept due to download?",bad_data_storm_response_failed,investigate_storm_failure
FM14,Interim4,No readings beyond 22nd August,partial_good_data,partial_data_needs_review
FM15,Interim4,No readings beyond 22nd August,partial_good_data,partial_data_needs_review
FM16,Interim4,Data Ok. Diurnal profile evident and storm response. Depth still shows negative values. SCatter ok. ,partial_good_data,partial_data_needs_review
FM17,Interim4,Data Ok. Diurnal profile evident and storm response. Depth still shows negative values. SCatter ok. ,partial_good_data,partial_data_needs_review
FM18,Interim4,No data since 22nd Aug,bad_data,recommend_remove_or_relocate
FM19,Interim4,No data since 22nd Aug,bad_data,recommend_remove_or_relocate
FM20,Interim4,"Storm response evident, no diurnal trend as on spill pipe of CSO. Good scatter.",bad_data_storm_response_failed,investigate_storm_failure
FM21,Interim4,"Good data, good scatter, good volume balance. Diurnal profile and storm response, evidence of surcharge during storms. ",good_data,no_action_continue_monitoring
FM22,Interim4,Velocity data drops at multiple times.Poor scatter.Depth data drops to zero multiple times.Sensor cleaned. Storm response,bad_data,sensor_fault_or_ragging
FM23,Interim4,"Drift in flow and velocity data. Storm response evident, some diurnal pattern. No data since 2nd Sept, times appear wrong in sensor (also in site notes). ",bad_data_storm_response_failed,investigate_storm_failure
FM24,Interim4,Diurnal profile and storm response evident. Ok scatter. Very low volumes and depths due to small US catchment,partial_good_data,partial_data_needs_review
FM25,Interim4,No data since 2nd sept. Storm response evident. Good scatter,bad_data_storm_response_failed,investigate_storm_failure
